name,make,model,year,price,cylinders,transmission,trim,body,drivetrain
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,84935.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 RAM 2500 Tradesman 4x4 Crew Cab 8 Box,RAM,2500,2024,61481.0,6.0,6-Speed A/T,Tradesman 4x4 Crew Cab 8 Box,Pickup Truck,Four-wheel Drive
2024 Mazda CX-90 PHEV Base,Mazda,CX-90 PHEV,2024,51700.0,4.0,8-Speed Automatic,Base,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 Custom,Chevrolet,Silverado 1500,2024,42947.0,4.0,8-Speed Automatic,Custom,Pickup Truck,Rear-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,34329.0,4.0,Automatic,GT AWD,SUV,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,62154.0,8.0,8-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Audi A3 Premium,Audi,A3,2024,39375.0,4.0,7-Speed Automatic with Auto-Shift,Premium,Sedan,Front-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,65295.0,4.0,8-Speed Automatic,Rubicon,SUV,Four-wheel Drive
2024 Jeep Wrangler 4xe Rubicon,Jeep,Wrangler 4xe,2024,64930.0,4.0,8-Speed Automatic,Rubicon,SUV,Four-wheel Drive
2024 Mazda CX-90 PHEV Premium,Mazda,CX-90 PHEV,2024,54949.0,4.0,Automatic,Premium,SUV,All-wheel Drive
2024 Dodge Hornet R/T Plus,Dodge,Hornet,2024,47142.0,4.0,6-Speed Automatic,R/T Plus,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T XRT,Hyundai,Santa Cruz,2024,41955.0,4.0,8-Speed Automatic with Auto-Shift,2.5T XRT,Pickup Truck,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,36860.0,3.0,8-Speed A/T,Active,SUV,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,76300.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 RAM ProMaster 3500 Base,RAM,ProMaster 3500,2024,68095.0,6.0,9-Speed Automatic,Base,Cargo Van,Front-wheel Drive
2024 Ford F-150 STX,Ford,F-150,2024,45605.0,6.0,Automatic,STX,Pickup Truck,Four-wheel Drive
2024 Nissan Kicks S,Nissan,Kicks,2024,24305.0,4.0,CVT,S,SUV,Front-wheel Drive
2024 Ford Explorer XLT,Ford,Explorer,2024,46870.0,4.0,10-Speed Automatic,XLT,SUV,Rear-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,33840.0,4.0,8-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 LT,Chevrolet,Silverado 1500,2024,50058.0,8.0,Automatic,LT,Pickup Truck,Four-wheel Drive
2024 Honda CR-V Hybrid Sport-L,Honda,CR-V Hybrid,2024,37505.0,4.0,Automatic CVT,Sport-L,SUV,Front-wheel Drive
2024 Hyundai Sonata Hybrid SEL,Hyundai,Sonata Hybrid,2024,33005.0,4.0,6-Speed Automatic,SEL,Sedan,Front-wheel Drive
2024 Acura MDX Base,Acura,MDX,2024,53700.0,6.0,10-Speed Automatic,Base,SUV,All-wheel Drive
2024 Mercedes-Benz Sprinter 3500 High Roof,Mercedes-Benz,Sprinter 3500,2024,62295.0,4.0,Automatic,High Roof,Cargo Van,Rear-wheel Drive
2024 GMC Sierra 2500 Denali,GMC,Sierra 2500,2024,90220.0,8.0,10-Speed Automatic,Denali,Pickup Truck,Four-wheel Drive
2024 Hyundai Santa Cruz 2.5T Limited,Hyundai,Santa Cruz,2024,38566.391304347824,4.0,8-Speed Automatic with Auto-Shift,2.5T Limited,Pickup Truck,All-wheel Drive
2024 Jeep Compass Limited,Jeep,Compass,2024,33696.0,4.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,54641.0,6.0,8-Speed Automatic,Limited,SUV,Rear-wheel Drive
2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,2024,60115.0,Electric,1-Speed Automatic,Luxury,SUV,Rear-wheel Drive
2024 Hyundai Tucson SEL,Hyundai,Tucson,2024,32750.0,4.0,8-Speed Automatic,SEL,SUV,Front-wheel Drive
2024 Mercedes-Benz GLE 350 Base 4MATIC,Mercedes-Benz,GLE 350,2024,,4.0,9-Speed Automatic,Base 4MATIC,SUV,All-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50595.0,4.0,8-Speed Automatic,Preferred,SUV,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,77473.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 INFINITI QX50 SPORT,INFINITI,QX50,2024,49404.0,4.0,(CVT) CONT VAR.,SPORT,SUV,Front-wheel Drive
2024 Hyundai Elantra HEV Limited,Hyundai,Elantra HEV,2024,30870.0,4.0,Automatic,Limited,Sedan,Front-wheel Drive
2024 Buick Enclave Premium,Buick,Enclave,2024,56872.0,6.0,9-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,34730.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Chrysler Pacifica Limited,Chrysler,Pacifica,2024,55183.0,6.0,9-Speed Automatic,Limited,Passenger Van,All-wheel Drive
2024 Hyundai Tucson SEL,Hyundai,Tucson,2024,32625.0,4.0,8-Speed Automatic,SEL,SUV,Front-wheel Drive
2024 Nissan Versa S,Nissan,Versa,2024,20849.0,4.0,Automatic CVT,S,Sedan,Front-wheel Drive
2024 Audi A5 Sportback S line Premium,Audi,A5 Sportback,2024,52405.0,4.0,7-Speed Automatic with Auto-Shift,S line Premium,Hatchback,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,67159.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,40260.0,4.0,8-Speed Automatic,SE,SUV,All-wheel Drive
2024 Mercedes-Benz GLS 450 4MATIC,Mercedes-Benz,GLS 450,2024,95230.0,6.0,9-Speed Automatic,4MATIC,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35835.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid SEL Convenience,Hyundai,Tucson Hybrid,2024,35775.0,4.0,6-Speed Automatic,SEL Convenience,SUV,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,72600.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Chevrolet Silverado 1500 WT,Chevrolet,Silverado 1500,2024,47410.0,8.0,10-Speed Automatic,WT,Pickup Truck,Four-wheel Drive
2024 Kia Niro EX,Kia,Niro,2024,30935.0,4.0,6-Speed Automatic,EX,SUV,Front-wheel Drive
2024 Jeep Compass Sport,Jeep,Compass,2024,27087.0,4.0,8-Speed Automatic,Sport,SUV,Four-wheel Drive
2024 Ford Edge ST-Line,Ford,Edge,2024,41903.11111111111,4.0,8-Speed Automatic,ST-Line,SUV,All-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,78895.0,6.0,Aisin 6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Ford Edge Titanium,Ford,Edge,2024,44710.0,4.0,8-Speed Automatic,Titanium,SUV,All-wheel Drive
2024 Nissan Sentra SV,Nissan,Sentra,2024,21637.0,4.0,Automatic,SV,Sedan,Front-wheel Drive
2024 Kia Seltos S,Kia,Seltos,2024,28535.0,4.0,Automatic CVT,S,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,50923.0,6.0,Automatic,Limited,SUV,Four-wheel Drive
2024 Nissan Versa 1.6 SR,Nissan,Versa,2024,21889.0,4.0,Automatic CVT,1.6 SR,Sedan,Front-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,29182.0,4.0,Automatic CVT,SEL,SUV,Front-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,21123.0,4.0,CVT with Xtronic,SR,SUV,Front-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,63518.0,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,79934.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee L Altitude,Jeep,Grand Cherokee L,2024,46243.0,6.0,Automatic,Altitude,SUV,Four-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,42876.0,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 GMC Sierra 3500 Denali,GMC,Sierra 3500,2024,102287.0,8.0,10-Speed Automatic,Denali,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,55020.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,40344.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Hyundai Kona N Line,Hyundai,Kona,2024,33491.0,4.0,8-Speed Automatic,N Line,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40754.0,4.0,Automatic,Limited,SUV,All-wheel Drive
2024 Mercedes-Benz EQS 450 Base 4MATIC,Mercedes-Benz,EQS 450,2024,111245.0,Electric,Automatic,Base 4MATIC,Sedan,All-wheel Drive
2024 Jaguar I-PACE EV400 R-Dynamic HSE,Jaguar,I-PACE,2024,77053.0,Electric,Automatic,EV400 R-Dynamic HSE,SUV,All-wheel Drive
2024 RAM 3500 Laramie Crew Cab 4x4 8' Box,RAM,3500,2024,83640.0,6.0,Automatic,Laramie Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,46246.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Toyota RAV4 Prime XSE,Toyota,RAV4 Prime,2024,50209.0,4.0,Automatic CVT,XSE,SUV,All-wheel Drive
2024 RAM 2500 Big Horn,RAM,2500,2024,69720.0,8.0,8-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Chevrolet Silverado 1500 RST,Chevrolet,Silverado 1500,2024,88478.0,8.0,Automatic,RST,Pickup Truck,Four-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,35389.0,4.0,8-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,36600.0,4.0,Automatic,N Line,SUV,All-wheel Drive
2024 Jeep Grand Cherokee L Overland,Jeep,Grand Cherokee L,2024,67105.0,6.0,Automatic,Overland,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid N Line,Hyundai,Tucson Hybrid,2024,36600.0,4.0,Automatic,N Line,SUV,All-wheel Drive
2024 BMW i4 Gran Coupe xDrive40,BMW,i4 Gran Coupe,2024,72435.0,Electric,1-Speed Automatic,xDrive40,Hatchback,All-wheel Drive
2024 Mazda CX-90 PHEV Preferred,Mazda,CX-90 PHEV,2024,50955.0,4.0,Automatic,Preferred,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40434.0,4.0,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,30740.0,4.0,8-Speed Automatic,EX,SUV,Front-wheel Drive
2024 Mercedes-Benz Sprinter 2500 Crew 144 WB,Mercedes-Benz,Sprinter 2500,2024,66902.0,4.0,Automatic,Crew 144 WB,Cargo Van,Rear-wheel Drive
2024 Hyundai IONIQ 5 Limited,Hyundai,IONIQ 5,2024,59255.0,Electric,1-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Cadillac LYRIQ Sport w/1SJ,Cadillac,LYRIQ,2024,75090.0,Electric,Automatic,Sport w/1SJ,SUV,Rear-wheel Drive
2024 Chevrolet Silverado 1500 Custom Trail Boss,Chevrolet,Silverado 1500,2024,54190.0,8.0,10-Speed Automatic,Custom Trail Boss,Pickup Truck,Four-wheel Drive
2024 GMC Sierra 2500 Pro,GMC,Sierra 2500,2024,47763.0,8.0,10-Speed Automatic,Pro,Pickup Truck,Rear-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,68600.0,6.0,6-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE 450,2024,74290.0,6.0,9-Speed Automatic,4MATIC,SUV,All-wheel Drive
2024 Jeep Compass Latitude Lux,Jeep,Compass,2024,33668.0,4.0,8-Speed Automatic,Latitude Lux,SUV,Four-wheel Drive
2024 Jeep Wagoneer Series III,Jeep,Wagoneer,2024,89595.0,6.0,8-Speed Automatic,Series III,SUV,Four-wheel Drive
2024 Ford Mustang Mach-E Premium,Ford,Mustang Mach-E,2024,55485.0,Electric,1-Speed Automatic,Premium,SUV,All-wheel Drive
2024 Dodge Hornet Hornet R/T Eawd,Dodge,Hornet,2024,43524.0,4.0,6-Spd Aisin F21-250 PHEV Auto Trans,Hornet R/T Eawd,SUV,All-wheel Drive
2024 Ford Escape Active,Ford,Escape,2024,33071.0,3.0,8-Speed Automatic,Active,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5L SE,Hyundai,Santa Cruz,2024,30490.0,4.0,8-Speed Automatic,2.5L SE,Pickup Truck,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T Limited,Hyundai,Santa Cruz,2024,43684.0,4.0,8-Speed Automatic with Auto-Shift,2.5T Limited,Pickup Truck,All-wheel Drive
2024 Chrysler Voyager LX,Chrysler,Voyager,2024,38954.0,6.0,9-Speed Automatic,LX,Passenger Van,Front-wheel Drive
2024 GMC Sierra 1500 SLT,GMC,Sierra 1500,2024,59466.0,8.0,10-Speed Automatic,SLT,Pickup Truck,Four-wheel Drive
2024 Toyota Tundra Hybrid Limited,Toyota,Tundra Hybrid,2024,60573.0,6.0,10-Speed Automatic,Limited,Pickup Truck,Four-wheel Drive
2024 RAM 2500 Tradesman,RAM,2500,2024,59620.0,8.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,28860.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,42295.0,Electric,Automatic,SEL,SUV,Rear-wheel Drive
2024 Jeep Compass Trailhawk,Jeep,Compass,2024,41230.0,4.0,Automatic,Trailhawk,SUV,Four-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,44565.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Hyundai Kona SEL,Hyundai,Kona,2024,29111.0,4.0,Automatic CVT,SEL,SUV,Front-wheel Drive
2024 GMC Sierra 2500 Denali Ultimate,GMC,Sierra 2500,2024,96860.0,8.0,10-Speed Automatic,Denali Ultimate,Pickup Truck,Four-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,34635.0,4.0,8-Speed Automatic,SX,SUV,Front-wheel Drive
2024 Ford Maverick Lariat,Ford,Maverick,2024,41045.0,4.0,8-Speed Automatic,Lariat,Pickup Truck,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,79487.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Volkswagen Jetta 1.4T S,Volkswagen,Jetta,2024,23160.0,4.0,8-Speed Automatic with Tiptronic,1.4T S,Sedan,Front-wheel Drive
2024 Jeep Wagoneer L Base,Jeep,Wagoneer L,2024,74366.0,6.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,40979.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,39025.0,4.0,Automatic,SE,SUV,All-wheel Drive
2024 Hyundai IONIQ 5 SEL,Hyundai,IONIQ 5,2024,45269.0,Electric,1-Speed Automatic,SEL,SUV,All-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,81160.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Ford Edge SE,Ford,Edge,2024,41903.11111111111,4.0,8-Speed Automatic,SE,SUV,All-wheel Drive
2024 Nissan Versa 1.6 SV,Nissan,Versa,2024,21195.0,4.0,CVT,1.6 SV,Sedan,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,63440.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Hyundai Kona Limited,Hyundai,Kona,2024,33969.0,4.0,8-Speed Automatic,Limited,SUV,Front-wheel Drive
2024 Ford Edge SEL,Ford,Edge,2024,38598.0,4.0,Automatic,SEL,SUV,All-wheel Drive
2024 GMC Sierra 1500 Denali Ultimate,GMC,Sierra 1500,2024,84405.0,8.0,10-Speed Automatic,Denali Ultimate,Pickup Truck,Four-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,52810.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Chevrolet Silverado 1500 LT Trail Boss,Chevrolet,Silverado 1500,2024,63145.0,6.0,10-Speed Automatic,LT Trail Boss,Pickup Truck,Four-wheel Drive
2024 GMC Terrain AT4,GMC,Terrain,2024,34940.0,4.0,9-Speed Automatic,AT4,SUV,All-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,37498.0,4.0,Automatic,GT AWD,SUV,All-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,58950.0,6.0,6-Speed Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Volkswagen Taos 1.5T SE,Volkswagen,Taos,2024,32751.0,4.0,7-Speed DSG Automatic with Tiptronic,1.5T SE,SUV,All-wheel Drive
2024 Jeep Compass Trailhawk,Jeep,Compass,2024,38000.0,4.0,Automatic,Trailhawk,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee L Laredo,Jeep,Grand Cherokee L,2024,48201.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Audi Q5 e 55 Premium Plus,Audi,Q5 e,2024,73360.0,4.0,7-Speed Automatic S tronic,55 Premium Plus,SUV,All-wheel Drive
2024 RAM 3500 Tradesman Crew Cab 4x4 8' Box,RAM,3500,2024,64111.0,6.0,Automatic,Tradesman Crew Cab 4x4 8&#39; Box,Pickup Truck,Four-wheel Drive
2024 Kia Sorento LX,Kia,Sorento,2024,33590.0,4.0,8-Speed Automatic,LX,SUV,Front-wheel Drive
2024 INFINITI QX50 LUXE,INFINITI,QX50,2024,46855.0,4.0,Variable,LUXE,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,58779.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Subaru Outback Premium,Subaru,Outback,2024,32490.0,4.0,Automatic CVT,Premium,SUV,All-wheel Drive
2024 Ford Edge Titanium,Ford,Edge,2024,45995.0,4.0,8-Speed Automatic,Titanium,SUV,All-wheel Drive
2024 Jeep Wagoneer Series II,Jeep,Wagoneer,2024,73999.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Nissan Pathfinder SL 4WD,Nissan,Pathfinder,2024,42155.0,6.0,Automatic,SL 4WD,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47030.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,42425.0,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Dodge Hornet GT Plus,Dodge,Hornet,2024,42436.0,4.0,9-Speed Automatic,GT Plus,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Laredo,Jeep,Grand Cherokee,2024,47465.18518518518,6.0,8-Speed Automatic,Laredo,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee L Limited,Jeep,Grand Cherokee L,2024,56015.0,6.0,Automatic,Limited,SUV,Four-wheel Drive
2024 BMW 530 i,BMW,530,2024,,4.0,8-Speed Automatic,i,Sedan,Rear-wheel Drive
2024 Acura MDX Base,Acura,MDX,2024,52350.0,6.0,10-Speed Automatic,Base,SUV,All-wheel Drive
2024 Kia EV6 Wind,Kia,EV6,2024,41991.0,Electric,Automatic,Wind,SUV,All-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,25950.0,4.0,Automatic,LX,SUV,Front-wheel Drive
2024 Honda Passport TrailSport,Honda,Passport,2024,46350.0,6.0,9-Speed Automatic,TrailSport,SUV,All-wheel Drive
2024 Honda HR-V LX,Honda,HR-V,2024,27450.0,4.0,Automatic,LX,SUV,All-wheel Drive
2024 Kia Sportage EX,Kia,Sportage,2024,33375.0,4.0,8-Speed Automatic,EX,SUV,All-wheel Drive
2024 Kia Sportage X-Pro Prestige,Kia,Sportage,2024,39935.0,4.0,8-Speed Automatic,X-Pro Prestige,SUV,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35435.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,56119.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,36810.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,35585.0,4.0,Automatic,GT AWD,SUV,All-wheel Drive
2024 Hyundai Santa Cruz 2.5T NIGHT,Hyundai,Santa Cruz,2024,40375.0,4.0,8-Speed Automatic with Auto-Shift,2.5T NIGHT,Pickup Truck,All-wheel Drive
2024 Jeep Compass Latitude,Jeep,Compass,2024,35835.0,4.0,8-Speed Automatic,Latitude,SUV,Four-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41720.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Hyundai Tucson Hybrid Limited,Hyundai,Tucson Hybrid,2024,41720.0,4.0,6-Speed Automatic,Limited,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,62255.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Audi A5 Sportback S line Premium Plus,Audi,A5 Sportback,2024,57835.0,4.0,7-Speed Automatic with Auto-Shift,S line Premium Plus,Hatchback,All-wheel Drive
2024 Jeep Grand Wagoneer Series III,Jeep,Grand Wagoneer,2024,108537.0,6.0,8-Speed Automatic,Series III,SUV,Four-wheel Drive
2024 RAM 3500 Tradesman,RAM,3500,2024,63609.0,6.0,Automatic,Tradesman,Pickup Truck,Four-wheel Drive
2024 Ford Transit-250 Base,Ford,Transit-250,2024,64025.0,6.0,Automatic,Base,Cargo Van,All-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,86420.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 RAM 2500 Big Horn,RAM,2500,2024,77525.0,8.0,8-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,36195.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Chevrolet Silverado 1500 WT,Chevrolet,Silverado 1500,2024,43475.0,4.0,Automatic,WT,Pickup Truck,Four-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,35040.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
2024 Jeep Wagoneer Base,Jeep,Wagoneer,2024,64434.0,6.0,Automatic,Base,SUV,Four-wheel Drive
2024 RAM 3500 Big Horn,RAM,3500,2024,67422.0,6.0,6-Speed Automatic,Big Horn,Pickup Truck,Four-wheel Drive
2024 Cadillac LYRIQ Luxury,Cadillac,LYRIQ,2024,60310.0,Electric,1-Speed Automatic,Luxury,SUV,All-wheel Drive
2024 Jeep Grand Cherokee 4xe Base,Jeep,Grand Cherokee 4xe,2024,61179.0,4.0,8-Speed Automatic,Base,SUV,Four-wheel Drive
2024 Mercedes-Benz Sprinter 2500 144 WB Standard Roof Crew,Mercedes-Benz,Sprinter 2500,2024,61276.0,4.0,9-Speed Automatic,144 WB Standard Roof Crew,Cargo Van,Rear-wheel Drive
2024 BMW X7 xDrive40i,BMW,X7,2024,94895.0,6.0,8-Speed Automatic,xDrive40i,SUV,All-wheel Drive
2024 Kia Seltos SX,Kia,Seltos,2024,31490.0,4.0,8-Speed Automatic,SX,SUV,All-wheel Drive
2024 Ford Expedition XLT,Ford,Expedition,2024,70115.0,6.0,10-Speed Automatic,XLT,SUV,Four-wheel Drive
2024 Jeep Wagoneer L Series II,Jeep,Wagoneer L,2024,77522.0,6.0,8-Speed Automatic,Series II,SUV,Four-wheel Drive
2024 Jeep Grand Cherokee 4xe Overland,Jeep,Grand Cherokee 4xe,2024,78655.0,4.0,8-Speed Automatic,Overland,SUV,Four-wheel Drive
2024 Nissan Kicks SR,Nissan,Kicks,2024,24105.0,4.0,Automatic CVT,SR,SUV,Front-wheel Drive
2024 Buick Envista Sport Touring,Buick,Envista,2024,28000.0,3.0,6-Speed Automatic,Sport Touring,SUV,Front-wheel Drive
2024 Kia Sportage SX,Kia,Sportage,2024,33390.0,4.0,8-Speed Automatic,SX,SUV,Front-wheel Drive
2024 Jeep Grand Cherokee 4xe Trailhawk,Jeep,Grand Cherokee 4xe,2024,60884.0,4.0,8-Speed Automatic,Trailhawk,SUV,Four-wheel Drive
2024 Dodge Hornet GT AWD,Dodge,Hornet,2024,40880.0,4.0,Automatic,GT AWD,SUV,All-wheel Drive
2024 Dodge Hornet GT,Dodge,Hornet,2024,39555.0,4.0,9-Speed Automatic,GT,SUV,All-wheel Drive
2024 Ford Bronco Sport Free Wheeling,Ford,Bronco Sport,2024,35077.0,3.0,Automatic,Free Wheeling,SUV,Four-wheel Drive
2024 Cadillac XT5 Luxury,Cadillac,XT5,2024,47290.0,4.0,Automatic,Luxury,SUV,All-wheel Drive
2024 Jeep Grand Cherokee Limited,Jeep,Grand Cherokee,2024,44759.0,6.0,8-Speed Automatic,Limited,SUV,Four-wheel Drive
2024 Mercedes-Benz GLA 250 Base 4MATIC,Mercedes-Benz,GLA 250,2024,53710.0,4.0,8 Speed Dual Clutch,Base 4MATIC,SUV,All-wheel Drive
2024 Dodge Hornet R/T,Dodge,Hornet,2024,41977.80327868852,4.0,6-Speed Automatic,R/T,SUV,All-wheel Drive
2024 Ford Expedition King Ranch,Ford,Expedition,2024,86490.0,6.0,10-Speed Automatic,King Ranch,SUV,Four-wheel Drive
2024 RAM 3500 Laramie,RAM,3500,2024,84701.0,6.0,Automatic,Laramie,Pickup Truck,Four-wheel Drive
2024 BMW X7 xDrive40i,BMW,X7,2024,88695.0,6.0,8-Speed Automatic,xDrive40i,SUV,All-wheel Drive
2024 Kia Sportage X-Line,Kia,Sportage,2024,33573.0,4.0,8-Speed Automatic,X-Line,SUV,All-wheel Drive
